site,event,timestamp
site_1,detected unregistered IYN716WT1253JYDW,2024-07-23 10:19:29:244
site_1,detected unregistered IYN716WT1253JYDW,2024-07-23 10:19:34:975
site_1,detected unregistered IYN716WT1253JYDW,2024-07-23 10:19:40:791
site_1,registered IYN716WT1253JYDW,2024-07-23 10:19:43:683
site_1,detected unregistered 500AULALIQFUTRJT,2024-07-23 10:19:46:460
site_1,detected unregistered 500AULALIQFUTRJT,2024-07-23 10:19:52:122
site_1,detected unregistered 500AULALIQFUTRJT,2024-07-23 10:19:57:841
site_1,registered 500AULALIQFUTRJT,2024-07-23 10:20:00:589
site_1,detected unregistered ES2IWFSTXTGBY16T,2024-07-23 10:20:26:160
site_1,detected unregistered ES2IWFSTXTGBY16T,2024-07-23 10:20:31:866
site_1,registered ES2IWFSTXTGBY16T,2024-07-23 10:20:40:320
site_1,detected unregistered SDBQYFMV8SOFT4DT,2024-07-23 10:20:54:244
site_1,detected unregistered SDBQYFMV8SOFT4DT,2024-07-23 10:20:59:890
site_1,detected unregistered H63ZMS5MDTZV86P0,2024-07-23 10:20:59:890
site_1,detected unregistered H63ZMS5MDTZV86P0,2024-07-23 10:21:05:544
site_1,registered SDBQYFMV8SOFT4DT,2024-07-23 10:21:08:329
site_1,registered H63ZMS5MDTZV86P0,2024-07-23 10:21:14:015
site_1,detected unregistered 73OPZ3TKM1QO91XH,2024-07-23 10:21:22:358
site_1,detected unregistered 73OPZ3TKM1QO91XH,2024-07-23 10:21:28:002
site_1,registered 73OPZ3TKM1QO91XH,2024-07-23 10:21:36:366
site_1,detected unregistered F70L91A96CBHXGK9,2024-07-23 10:21:44:780
site_1,detected unregistered F70L91A96CBHXGK9,2024-07-23 10:21:50:319
site_1,OLT not responding,2024-07-23 10:22:01:819
site_1,OLT up,2024-07-23 10:22:08:241
site_1,detected unregistered YX1NIJFD91BV3T60,2024-07-23 10:22:21:542
site_1,detected unregistered YX1NIJFD91BV3T60,2024-07-23 10:22:27:191
site_1,registered YX1NIJFD91BV3T60,2024-07-23 10:22:35:584
site_1,detected unregistered UTP38STGNXM9EC8A,2024-07-23 10:22:38:366
site_1,detected unregistered UTP38STGNXM9EC8A,2024-07-23 10:22:43:926
site_1,registered UTP38STGNXM9EC8A,2024-07-23 10:22:52:349
site_1,detected unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 10:22:55:083
site_1,detected unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 10:23:00:632
site_1,detected unregistered 0NP7E33EJU8VO78C,2024-07-23 10:23:06:238
site_1,registered 7WG0IGJ9ZTHDPUJE,2024-07-23 10:23:09:113
site_1,detected unregistered 0NP7E33EJU8VO78C,2024-07-23 10:23:11:865
site_1,detected unregistered 0NP7E33EJU8VO78C,2024-07-23 10:23:17:444
site_1,registered 0NP7E33EJU8VO78C,2024-07-23 10:23:20:269
site_1,detected unregistered TSTLM0OL73VS0X0G,2024-07-23 10:23:45:373
site_1,detected unregistered TSTLM0OL73VS0X0G,2024-07-23 10:23:50:896
site_1,registered TSTLM0OL73VS0X0G,2024-07-23 10:23:59:444
