site,event,timestamp
site_2,detected unregistered J8J73UIRKRWIK6NL,2024-07-24 09:42:37:343
site_2,detected unregistered J8J73UIRKRWIK6NL,2024-07-24 09:42:46:412
site_5,detected unregistered WFOR1HTPLP12M6F8,2024-07-24 09:42:51:207
site_2,registered J8J73UIRKRWIK6NL,2024-07-24 09:42:52:849
site_5,detected unregistered WFOR1HTPLP12M6F8,2024-07-24 09:43:02:988
site_5,detected unregistered XKH14T4W4TXDTREQ,2024-07-24 09:43:02:988
site_5,registered WFOR1HTPLP12M6F8,2024-07-24 09:43:06:531
site_5,registered XKH14T4W4TXDTREQ,2024-07-24 09:43:17:484
site_1,detected unregistered VBC68SD0U8AF3IIM,2024-07-24 09:44:14:998
site_1,detected unregistered VBC68SD0U8AF3IIM,2024-07-24 09:44:20:646
site_1,registered VBC68SD0U8AF3IIM,2024-07-24 09:44:29:891
site_3,detected unregistered RLBMJ272H35638C5,2024-07-24 09:45:06:612
site_3,detected unregistered RLBMJ272H35638C5,2024-07-24 09:45:12:230
site_3,registered RLBMJ272H35638C5,2024-07-24 09:45:21:626
site_2,detected unregistered FWQ9QWMQI4W9CRAK,2024-07-24 09:45:33:136
site_5,detected unregistered R5CURIN2XA7GB5K6,2024-07-24 09:45:36:058
site_1,detected unregistered 5V5WRCEHUDMVC1AV,2024-07-24 09:45:41:890
site_2,detected unregistered FWQ9QWMQI4W9CRAK,2024-07-24 09:45:46:842
site_1,detected unregistered 5V5WRCEHUDMVC1AV,2024-07-24 09:45:48:054
site_5,detected unregistered 7Y2YTFV30TNGAH9P,2024-07-24 09:45:49:365
site_2,registered FWQ9QWMQI4W9CRAK,2024-07-24 09:45:52:446
site_5,registered R5CURIN2XA7GB5K6,2024-07-24 09:45:52:931
site_1,registered 5V5WRCEHUDMVC1AV,2024-07-24 09:45:56:953
site_5,detected unregistered 7Y2YTFV30TNGAH9P,2024-07-24 09:46:01:957
site_5,registered 7Y2YTFV30TNGAH9P,2024-07-24 09:46:05:561
site_5,OLT not responding,2024-07-24 09:46:15:679
site_5,OLT up,2024-07-24 09:46:29:935
site_3,detected unregistered FFA1IXG29ZUH0IJ1,2024-07-24 09:47:13:096
site_3,detected unregistered FFA1IXG29ZUH0IJ1,2024-07-24 09:47:18:742
site_3,detected unregistered FFA1IXG29ZUH0IJ1,2024-07-24 09:47:24:396
site_3,registered FFA1IXG29ZUH0IJ1,2024-07-24 09:47:27:346
site_5,detected unregistered K8ZKN7LSYE3QO4PM,2024-07-24 09:47:28:979
site_2,detected unregistered 2A27JUQOVKUL5KZ7,2024-07-24 09:47:30:158
site_2,detected unregistered 2A27JUQOVKUL5KZ7,2024-07-24 09:47:38:831
site_5,registered K8ZKN7LSYE3QO4PM,2024-07-24 09:47:43:409
site_2,registered 2A27JUQOVKUL5KZ7,2024-07-24 09:47:44:381
site_3,detected unregistered T8MFGIVZC665VIOO,2024-07-24 09:48:04:373
site_3,detected unregistered T8MFGIVZC665VIOO,2024-07-24 09:48:10:275
site_3,detected unregistered T8MFGIVZC665VIOO,2024-07-24 09:48:15:944
site_3,registered T8MFGIVZC665VIOO,2024-07-24 09:48:18:493
site_1,detected unregistered P1VJ8YOFYN14T8Z7,2024-07-24 09:48:28:569
site_1,detected unregistered P1VJ8YOFYN14T8Z7,2024-07-24 09:48:34:151
site_5,detected unregistered RIOD0IK3808B8HVM,2024-07-24 09:48:38:665
site_1,registered P1VJ8YOFYN14T8Z7,2024-07-24 09:48:42:794
site_5,detected unregistered RIOD0IK3808B8HVM,2024-07-24 09:48:49:871
site_5,registered RIOD0IK3808B8HVM,2024-07-24 09:48:52:791
site_1,detected unregistered 5AX8BVB63LOPD6GK,2024-07-24 09:49:13:478
site_1,detected unregistered 5AX8BVB63LOPD6GK,2024-07-24 09:49:19:072
site_1,registered 5AX8BVB63LOPD6GK,2024-07-24 09:49:27:613
