site,event,timestamp
site_1,detected unregistered 3RJYCDVCKBKN82KD,2024-07-23 11:05:29:771
site_1,detected unregistered D7JFD2KPNJBN5UGS,2024-07-23 11:05:35:591
site_1,detected unregistered 3RJYCDVCKBKN82KD,2024-07-23 11:05:35:591
site_1,detected unregistered D7JFD2KPNJBN5UGS,2024-07-23 11:05:41:520
site_1,registered 3RJYCDVCKBKN82KD,2024-07-23 11:05:44:770
site_1,detected unregistered D7JFD2KPNJBN5UGS,2024-07-23 11:05:47:163
site_1,registered D7JFD2KPNJBN5UGS,2024-07-23 11:05:50:156
site_2,detected unregistered AZ4ASPLMLJQSCIVA,2024-07-23 11:05:53:572
site_2,detected unregistered YKCKVGBCOVVADTNO,2024-07-23 11:05:53:572
site_2,detected unregistered AZ4ASPLMLJQSCIVA,2024-07-23 11:06:02:048
site_2,detected unregistered YKCKVGBCOVVADTNO,2024-07-23 11:06:02:048
site_2,registered AZ4ASPLMLJQSCIVA,2024-07-23 11:06:07:891
site_2,registered YKCKVGBCOVVADTNO,2024-07-23 11:06:07:920
site_1,detected unregistered YX1NIJFD91BV3T60,2024-07-23 11:06:37:718
site_1,detected unregistered YX1NIJFD91BV3T60,2024-07-23 11:06:43:353
site_1,registered YX1NIJFD91BV3T60,2024-07-23 11:06:51:719
site_2,detected unregistered 4Z7NSBVZBRWORZIQ,2024-07-23 11:07:08:710
site_2,detected unregistered 4Z7NSBVZBRWORZIQ,2024-07-23 11:07:16:957
site_2,registered 4Z7NSBVZBRWORZIQ,2024-07-23 11:07:22:790
site_1,detected unregistered Y619K0EP03K6EKD4,2024-07-23 11:07:27:841
site_1,detected unregistered Y619K0EP03K6EKD4,2024-07-23 11:07:33:424
site_1,registered Y619K0EP03K6EKD4,2024-07-23 11:07:41:907
site_2,detected unregistered 56GL6ISRFQZYMHMI,2024-07-23 11:07:59:210
site_2,detected unregistered 56GL6ISRFQZYMHMI,2024-07-23 11:08:08:485
site_2,registered 56GL6ISRFQZYMHMI,2024-07-23 11:08:13:578
site_1,detected unregistered FC7H3D9V4YW30O8W,2024-07-23 11:08:24:193
site_1,detected unregistered FC7H3D9V4YW30O8W,2024-07-23 11:08:29:895
site_1,registered FC7H3D9V4YW30O8W,2024-07-23 11:08:38:254
site_1,detected unregistered FC7H3D9V4YW30O8W,2024-07-23 11:09:19:974
site_1,detected unregistered FC7H3D9V4YW30O8W,2024-07-23 11:09:25:547
site_1,registered FC7H3D9V4YW30O8W,2024-07-23 11:09:34:001
site_2,detected unregistered 63KLL4PWL7PJEHOW,2024-07-23 11:09:57:170
site_2,detected unregistered 63KLL4PWL7PJEHOW,2024-07-23 11:10:05:557
site_2,registered 63KLL4PWL7PJEHOW,2024-07-23 11:10:11:236
site_1,detected unregistered 74564TEGXW1SL1I5,2024-07-23 11:10:32:472
site_1,detected unregistered 74564TEGXW1SL1I5,2024-07-23 11:10:38:097
site_1,registered 74564TEGXW1SL1I5,2024-07-23 11:10:46:448
site_2,detected unregistered NQEOCN2RSBQVKUK2,2024-07-23 11:10:47:191
site_2,detected unregistered NQEOCN2RSBQVKUK2,2024-07-23 11:10:55:649
site_2,registered NQEOCN2RSBQVKUK2,2024-07-23 11:11:01:310
site_2,detected unregistered TARWEEH8XAP8F6N7,2024-07-23 11:11:12:581
