site,event,timestamp
site_1,detected unregistered R7QFJWSL5SD2Z5UU,2024-07-23 09:23:06:056
site_1,detected unregistered JBUK5MWVFOGCEGFC,2024-07-23 09:23:11:627
site_1,detected unregistered R7QFJWSL5SD2Z5UU,2024-07-23 09:23:11:627
site_1,detected unregistered JBUK5MWVFOGCEGFC,2024-07-23 09:23:17:280
site_1,registered R7QFJWSL5SD2Z5UU,2024-07-23 09:23:20:079
site_1,registered JBUK5MWVFOGCEGFC,2024-07-23 09:23:25:660
site_1,detected unregistered VJM481D1PBDTVNLK,2024-07-23 09:24:58:112
site_1,detected unregistered VJM481D1PBDTVNLK,2024-07-23 09:25:03:726
site_1,detected unregistered A2Y3R2Y1ABQLCYES,2024-07-23 09:25:09:338
site_1,registered A2Y3R2Y1ABQLCYES,2024-07-23 09:25:09:349
site_1,registered VJM481D1PBDTVNLK,2024-07-23 09:25:19:903
site_1,OLT not responding,2024-07-23 09:25:29:502
site_1,OLT up,2024-07-23 09:25:29:974
site_1,OLT not responding,2024-07-23 09:26:29:092
site_1,OLT up,2024-07-23 09:26:33:277
site_1,detected unregistered 3WY9WR715L28V0FM,2024-07-23 09:27:25:840
site_1,detected unregistered 500AULALIQFUTRJT,2024-07-23 09:27:25:840
site_1,detected unregistered 3WY9WR715L28V0FM,2024-07-23 09:27:31:455
site_1,detected unregistered 500AULALIQFUTRJT,2024-07-23 09:27:31:455
site_1,detected unregistered VLAAEYTXDPCF3E1C,2024-07-23 09:27:31:455
site_1,detected unregistered 3WY9WR715L28V0FM,2024-07-23 09:27:36:949
site_1,detected unregistered 500AULALIQFUTRJT,2024-07-23 09:27:36:949
site_1,detected unregistered VLAAEYTXDPCF3E1C,2024-07-23 09:27:36:949
site_1,registered 3WY9WR715L28V0FM,2024-07-23 09:27:39:866
site_1,registered 500AULALIQFUTRJT,2024-07-23 09:27:39:968
site_1,detected unregistered VLAAEYTXDPCF3E1C,2024-07-23 09:27:42:553
site_1,registered VLAAEYTXDPCF3E1C,2024-07-23 09:27:45:474
