site,event,timestamp
site_1,detected unregistered A81IV6WL9GVGG4HF,2024-07-23 09:16:33:608
site_1,detected unregistered A81IV6WL9GVGG4HF,2024-07-23 09:16:39:180
site_1,detected unregistered A81IV6WL9GVGG4HF,2024-07-23 09:16:44:783
site_1,registered A81IV6WL9GVGG4HF,2024-07-23 09:16:47:691
site_1,detected unregistered Y619K0EP03K6EKD4,2024-07-23 09:17:07:293
site_1,detected unregistered Y619K0EP03K6EKD4,2024-07-23 09:17:12:895
site_1,registered Y619K0EP03K6EKD4,2024-07-23 09:17:21:308
site_1,detected unregistered FC7H3D9V4YW30O8W,2024-07-23 09:18:03:075
site_1,detected unregistered FC7H3D9V4YW30O8W,2024-07-23 09:18:08:676
site_1,registered FC7H3D9V4YW30O8W,2024-07-23 09:18:17:064
site_1,detected unregistered UTP38STGNXM9EC8A,2024-07-23 09:18:36:546
site_1,detected unregistered UTP38STGNXM9EC8A,2024-07-23 09:18:42:117
site_1,registered UTP38STGNXM9EC8A,2024-07-23 09:18:50:526
site_1,detected unregistered UTP38STGNXM9EC8A,2024-07-23 09:19:31:976
site_1,detected unregistered UTP38STGNXM9EC8A,2024-07-23 09:19:37:533
site_1,registered UTP38STGNXM9EC8A,2024-07-23 09:19:45:994
site_1,detected unregistered VBC68SD0U8AF3IIM,2024-07-23 09:19:48:586
site_1,detected unregistered VBC68SD0U8AF3IIM,2024-07-23 09:19:54:242
site_1,registered VBC68SD0U8AF3IIM,2024-07-23 09:20:02:573
site_1,detected unregistered T46Q0NHM39TF2BCX,2024-07-23 09:20:11:002
site_1,detected unregistered T46Q0NHM39TF2BCX,2024-07-23 09:20:16:571
site_1,registered T46Q0NHM39TF2BCX,2024-07-23 09:20:25:085
site_1,detected unregistered 9WBTJ3AQKKCKZ73O,2024-07-23 09:20:44:500
site_1,detected unregistered 9WBTJ3AQKKCKZ73O,2024-07-23 09:20:50:102
site_1,registered 9WBTJ3AQKKCKZ73O,2024-07-23 09:20:58:448
site_1,detected unregistered 32GBFT9MAAHGKDAO,2024-07-23 09:21:01:304
site_1,detected unregistered 32GBFT9MAAHGKDAO,2024-07-23 09:21:06:892
site_1,detected unregistered 32GBFT9MAAHGKDAO,2024-07-23 09:21:12:454
site_1,registered 32GBFT9MAAHGKDAO,2024-07-23 09:21:15:340
site_1,detected unregistered DDL9USRSO1NUBIXD,2024-07-23 09:21:18:101
