site,event,timestamp
site_4,detected unregistered KT6SECJBLBN6I55W,2024-07-23 16:12:38:333
site_4,detected unregistered KT6SECJBLBN6I55W,2024-07-23 16:12:43:967
site_4,detected unregistered KT6SECJBLBN6I55W,2024-07-23 16:12:49:579
site_4,registered KT6SECJBLBN6I55W,2024-07-23 16:12:52:739
site_4,detected unregistered 3FRDQD0JONZERRSJ,2024-07-23 16:13:23:184
site_4,detected unregistered ZVQ520JM54EPY2YS,2024-07-23 16:13:28:865
site_4,detected unregistered 3FRDQD0JONZERRSJ,2024-07-23 16:13:28:865
site_4,detected unregistered ZVQ520JM54EPY2YS,2024-07-23 16:13:34:559
site_4,registered 3FRDQD0JONZERRSJ,2024-07-23 16:13:37:361
site_4,detected unregistered ZVQ520JM54EPY2YS,2024-07-23 16:13:40:610
site_4,registered ZVQ520JM54EPY2YS,2024-07-23 16:13:44:156
site_1,OLT not responding,2024-07-23 16:13:49:540
site_1,OLT up,2024-07-23 16:13:50:028
site_1,detected unregistered LGJFZ3312TCX5XJU,2024-07-23 16:14:14:892
site_1,detected unregistered LGJFZ3312TCX5XJU,2024-07-23 16:14:20:691
site_1,detected unregistered LGJFZ3312TCX5XJU,2024-07-23 16:14:26:343
site_1,registered LGJFZ3312TCX5XJU,2024-07-23 16:14:29:791
site_3,detected unregistered KK0ZT7071NYY10IW,2024-07-23 16:15:01:343
site_3,detected unregistered KK0ZT7071NYY10IW,2024-07-23 16:15:07:011
site_3,registered KK0ZT7071NYY10IW,2024-07-23 16:15:16:207
site_2,detected unregistered RYE8RP6ECHSJN8HU,2024-07-23 16:16:05:929
site_1,detected unregistered OFLNHYOCV4FQRJL1,2024-07-23 16:16:09:945
site_3,detected unregistered D97Q406C18V4NNNE,2024-07-23 16:16:10:437
site_2,detected unregistered RYE8RP6ECHSJN8HU,2024-07-23 16:16:14:609
site_1,detected unregistered OFLNHYOCV4FQRJL1,2024-07-23 16:16:15:563
site_3,detected unregistered D97Q406C18V4NNNE,2024-07-23 16:16:16:068
site_2,registered RYE8RP6ECHSJN8HU,2024-07-23 16:16:21:018
site_1,registered OFLNHYOCV4FQRJL1,2024-07-23 16:16:24:304
site_3,registered D97Q406C18V4NNNE,2024-07-23 16:16:24:701
site_2,detected unregistered T1XY8MRPUWBQS3V5,2024-07-23 16:16:35:821
site_3,detected unregistered WGIBIQRNW7RN70R5,2024-07-23 16:16:40:825
site_2,detected unregistered T1XY8MRPUWBQS3V5,2024-07-23 16:16:44:956
site_1,detected unregistered VWYR9WQFMLRHRE9K,2024-07-23 16:16:46:077
site_3,detected unregistered WGIBIQRNW7RN70R5,2024-07-23 16:16:46:619
site_2,registered T1XY8MRPUWBQS3V5,2024-07-23 16:16:50:447
site_1,detected unregistered VWYR9WQFMLRHRE9K,2024-07-23 16:16:51:563
site_2,detected unregistered GODBOVB5W2IJ8CE4,2024-07-23 16:16:53:707
site_3,registered WGIBIQRNW7RN70R5,2024-07-23 16:16:55:130
site_1,registered VWYR9WQFMLRHRE9K,2024-07-23 16:17:00:740
site_2,detected unregistered GODBOVB5W2IJ8CE4,2024-07-23 16:17:02:223
site_2,registered GODBOVB5W2IJ8CE4,2024-07-23 16:17:07:933
site_4,detected unregistered BRFSBDTPMTTR886U,2024-07-23 16:17:48:022
site_4,detected unregistered BRFSBDTPMTTR886U,2024-07-23 16:17:54:022
site_4,registered BRFSBDTPMTTR886U,2024-07-23 16:18:02:236
site_2,detected unregistered QK6R7SSRA5F8GFLV,2024-07-23 16:18:27:203
site_2,detected unregistered QK6R7SSRA5F8GFLV,2024-07-23 16:18:35:506
site_2,registered QK6R7SSRA5F8GFLV,2024-07-23 16:18:41:238
