site,event,timestamp
site_1,detected unregistered 0B5R5K6OKIT53YEU,2024-07-23 14:00:35:493
site_1,detected unregistered 0B5R5K6OKIT53YEU,2024-07-23 14:00:41:151
site_1,detected unregistered 0B5R5K6OKIT53YEU,2024-07-23 14:00:46:780
site_1,registered 0B5R5K6OKIT53YEU,2024-07-23 14:00:49:825
site_1,detected unregistered DDL9USRSO1NUBIXD,2024-07-23 14:00:57:998
site_1,detected unregistered DDL9USRSO1NUBIXD,2024-07-23 14:01:03:750
site_2,detected unregistered J7Z05804I53EZQ2E,2024-07-23 14:01:04:277
site_1,registered DDL9USRSO1NUBIXD,2024-07-23 14:01:12:133
site_2,detected unregistered J7Z05804I53EZQ2E,2024-07-23 14:01:13:173
site_2,registered J7Z05804I53EZQ2E,2024-07-23 14:01:19:016
site_1,detected unregistered TZOGWGT17A3BWO2L,2024-07-23 14:01:32:936
site_1,detected unregistered TZOGWGT17A3BWO2L,2024-07-23 14:01:38:559
site_3,detected unregistered 3FDG1VV8K5T448QL,2024-07-23 14:01:44:988
site_1,registered TZOGWGT17A3BWO2L,2024-07-23 14:01:47:117
site_2,detected unregistered F38IG5TCKUK7A99B,2024-07-23 14:01:48:368
site_2,detected unregistered W2RH4WIN1PJ1MH1O,2024-07-23 14:01:48:368
site_3,detected unregistered 3FDG1VV8K5T448QL,2024-07-23 14:01:50:703
site_3,detected unregistered 3FDG1VV8K5T448QL,2024-07-23 14:01:56:314
site_2,detected unregistered F38IG5TCKUK7A99B,2024-07-23 14:01:57:043
site_2,detected unregistered W2RH4WIN1PJ1MH1O,2024-07-23 14:01:57:043
site_2,detected unregistered Y61BG8AJNBFXDGI5,2024-07-23 14:01:57:043
site_3,registered 3FDG1VV8K5T448QL,2024-07-23 14:01:59:574
site_2,registered F38IG5TCKUK7A99B,2024-07-23 14:02:02:953
site_2,registered W2RH4WIN1PJ1MH1O,2024-07-23 14:02:03:100
site_2,detected unregistered Y61BG8AJNBFXDGI5,2024-07-23 14:02:05:691
site_1,OLT not responding,2024-07-23 14:02:06:823
site_1,OLT up,2024-07-23 14:02:10:858
site_2,detected unregistered ARPU9G9YJ8EMWUMK,2024-07-23 14:02:31:949
site_2,detected unregistered ARPU9G9YJ8EMWUMK,2024-07-23 14:02:40:738
site_2,registered ARPU9G9YJ8EMWUMK,2024-07-23 14:02:46:481
site_1,detected unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 14:02:47:219
site_1,detected unregistered 7WG0IGJ9ZTHDPUJE,2024-07-23 14:02:52:828
site_1,registered 7WG0IGJ9ZTHDPUJE,2024-07-23 14:03:01:316
site_3,detected unregistered HPEPAC1W516V5QAG,2024-07-23 14:03:09:766
site_3,detected unregistered HPEPAC1W516V5QAG,2024-07-23 14:03:15:349
site_3,registered HPEPAC1W516V5QAG,2024-07-23 14:03:23:848
site_4,OLT not responding,2024-07-23 14:03:58:463
site_4,OLT up,2024-07-23 14:04:07:665
site_1,detected unregistered 7MAFK96HRTPMR4A0,2024-07-23 14:04:17:458
site_1,detected unregistered 7MAFK96HRTPMR4A0,2024-07-23 14:04:23:052
site_1,registered 7MAFK96HRTPMR4A0,2024-07-23 14:04:31:565
site_4,detected unregistered HCKG4MTPWZJ2PA8O,2024-07-23 14:05:28:152
site_4,detected unregistered HCKG4MTPWZJ2PA8O,2024-07-23 14:05:33:683
site_4,registered HCKG4MTPWZJ2PA8O,2024-07-23 14:05:42:398
