time,site,event,timestamp
2024-11-19 13:23:25_068,,site_6,error,OLT is down
2024-11-19 13:23:33_202,,site_6,error,OLT is up
2024-11-19 13:23:41_076,,site_4,error,OLT is down
2024-11-19 13:23:59_130,,site_4,error,OLT is up
2024-11-19 13:24:18_538,,site_5,error,Boards: board 4 is Standby_failed
2024-11-19 13:24:48_899,,site_3,error,OLT is down
2024-11-19 13:25:04_879,,site_3,error,OLT is up
2024-11-19 13:25:08_285,,site_3,error,Boards: board 4 is Standby_active
2024-11-19 13:25:22_410,,site_1,error,OLT is down
2024-11-19 13:25:40_166,,site_1,error,OLT is up
2024-11-19 13:26:26_493,,site_6,error,OLT is down
2024-11-19 13:26:37_042,,site_6,error,OLT is up
2024-11-19 13:27:50_049,,site_3,error,OLT is down
2024-11-19 13:28:09_252,,site_3,error,OLT is up
2024-11-19 13:28:12_698,,site_3,error,Boards: board 4 is Normal
2024-11-19 13:28:19_328,,site_5,error,Boards: board 4 is Standby_active
2024-11-19 13:28:26_195,,site_2,error,Boards: board 4 is Standby_active
2024-11-19 13:28:41_722,,site_4,error,Boards: board 4 is Standby_failed
2024-11-19 13:28:41_775,,site_4,error,OLT is down
2024-11-19 13:28:55_290,,site_4,error,OLT is up
2024-11-19 13:28:58_709,,site_4,error,Boards: board 4 is Normal
2024-11-19 13:29:03_330,,site_1,error,OLT is down
2024-11-19 13:29:20_312,,site_1,error,OLT is up
2024-11-19 13:29:49_122,,site_1,error,OLT is down
2024-11-19 13:30:02_685,,site_1,error,OLT is up
2024-11-19 13:30:45_246,,site_6,error,ONT VDPA8HMYO46FD7P5 has low voltage
2024-11-19 13:30:48_477,,site_6,error,Boards: board 4 is Standby_active
2024-11-19 13:31:30_904,,site_5,error,OLT is down
2024-11-19 13:31:39_211,,site_5,error,OLT is up
2024-11-19 13:31:42_575,,site_5,error,Boards: board 4 is Normal
2024-11-19 13:33:36_217,,site_4,error,Boards: board 4 is Standby_failed
2024-11-19 13:33:52_394,,site_3,error,Boards: board 4 is Standby_failed
2024-11-19 13:34:06_696,,site_5,error,OLT is down
2024-11-19 13:34:15_545,,site_5,error,OLT is up
2024-11-19 13:34:43_605,,site_2,error,OLT is down
2024-11-19 13:34:52_253,,site_2,error,OLT is up
2024-11-19 13:34:55_650,,site_2,error,Boards: board 4 is Normal
2024-11-19 13:34:58_146,,site_6,error,ONT SLKZZO5DO1LDD0GW has low voltage
2024-11-19 13:35:30_814,,site_1,error,Boards: board 4 is Standby_active
2024-11-19 13:35:32_028,,site_5,error,OLT is down
2024-11-19 13:35:45_266,,site_5,error,OLT is up
2024-11-19 13:38:11_139,,site_4,error,Boards: board 4 is Standby_active
2024-11-19 13:38:54_408,,site_5,error,OLT is down
2024-11-19 13:38:54_527,,site_2,error,Boards: board 4 is Standby_active
2024-11-19 13:39:11_563,,site_5,error,OLT is up
