time,site,event,timestamp
2024-11-12 14:41:20_837,,site_1,error,OLT is down
2024-11-12 14:41:20_843,,site_2,error,OLT is down
2024-11-12 14:48:45_580,,site_2,error,Boards: board 4 is Standby_failed
2024-11-12 14:50:47_805,,site_1,error,Boards: board 4 is Standby_active
2024-11-12 14:52:18_849,,site_2,error,ONT JIQEJK0EEERYOP32 has low voltage
2024-11-12 14:52:18_850,,site_2,error,ONT GDOGH08X5PGA1H4G has normal voltage
2024-11-12 14:52:18_850,,site_2,error,ONT KBJL0K2ISEME3SBL has low voltage
2024-11-12 14:52:18_851,,site_2,error,ONT RCI9CBZ00MGC1023 has high voltage
2024-11-12 14:54:18_622,,site_2,error,OLT is down
2024-11-12 14:54:23_510,,site_2,error,OLT is up
2024-11-12 14:54:26_984,,site_2,error,Boards: board 4 is Normal
2024-11-12 14:55:25_236,,site_1,error,OLT is down
2024-11-12 14:55:43_030,,site_1,error,OLT is up
2024-11-12 14:55:46_438,,site_1,error,Boards: board 4 is Normal
2024-11-12 14:57:59_170,,site_2,error,ONT JIQEJK0EEERYOP32 has normal voltage
2024-11-12 14:57:59_171,,site_2,error,ONT GDOGH08X5PGA1H4G has normal voltage
2024-11-12 14:57:59_171,,site_2,error,ONT KBJL0K2ISEME3SBL has normal voltage
2024-11-12 14:57:59_173,,site_2,error,ONT RCI9CBZ00MGC1023 has normal voltage
2024-11-12 14:58:02_391,,site_2,error,Boards: board 4 is Standby_active
2024-11-12 15:00:18_696,,site_1,error,OLT is down
2024-11-12 15:00:21_367,,site_1,error,OLT is up
2024-11-12 15:01:38_227,,site_2,error,ONT F9KL23CSJVTZFIAG has normal voltage
2024-11-12 15:01:38_228,,site_2,error,ONT ZS4EIS52EFPQ0CNO has high voltage
2024-11-12 15:01:38_229,,site_2,error,ONT HGJDRJAHAKARREXA has high voltage
2024-11-12 15:01:38_229,,site_2,error,ONT XXYR4MSXGDOUPZZE has normal voltage
2024-11-12 15:01:41_503,,site_2,error,Boards: board 4 is Standby_failed
2024-11-12 15:04:20_101,,site_2,error,OLT is down
2024-11-12 15:04:32_586,,site_2,error,OLT is up
2024-11-12 15:04:35_980,,site_2,error,Boards: board 4 is Normal
2024-11-12 15:05:02_654,,site_1,error,Boards: board 4 is Standby_active
2024-11-12 15:08:08_613,,site_2,error,ONT F9KL23CSJVTZFIAG has normal voltage
2024-11-12 15:08:08_614,,site_2,error,ONT ZS4EIS52EFPQ0CNO has normal voltage
2024-11-12 15:08:08_614,,site_2,error,ONT HGJDRJAHAKARREXA has normal voltage
2024-11-12 15:08:08_615,,site_2,error,ONT XXYR4MSXGDOUPZZE has normal voltage
2024-11-12 15:08:11_931,,site_2,error,Boards: board 4 is Standby_active
2024-11-12 15:08:15_364,,site_1,error,OLT is down
2024-11-12 15:08:26_971,,site_1,error,OLT is up
2024-11-12 15:08:30_379,,site_1,error,Boards: board 4 is Normal
2024-11-12 15:11:25_348,,site_1,error,OLT is down
2024-11-12 15:11:32_234,,site_1,error,OLT is up
2024-11-12 15:11:47_799,,site_2,error,ONT JIQEJK0EEERYOP32 has high voltage
2024-11-12 15:11:47_801,,site_2,error,ONT 71SEN8JTXCIIW6I5 has high voltage
2024-11-12 15:11:50_996,,site_2,error,Boards: board 4 is Standby_failed
2024-11-12 15:15:27_384,,site_2,error,ONT 0THR8E2MVVPSUJMI has low voltage
2024-11-12 15:15:27_386,,site_2,error,ONT GV5DSE2SYI83MPTM has normal voltage
2024-11-12 15:15:27_387,,site_2,error,ONT QJLT825IMOUYPDTD has normal voltage
2024-11-12 15:15:27_389,,site_2,error,ONT Y5U0W7KIFV5VP1RE has normal voltage
2024-11-12 15:15:30_666,,site_2,error,Boards: board 4 is Standby_active
2024-11-12 15:16:13_766,,site_1,error,Boards: board 4 is Standby_active
