time,site,event,timestamp
2024-11-19 14:42:52_506,,site_1,error,OLT is down
2024-11-19 14:43:08_063,,site_1,error,OLT is up
2024-11-19 14:43:49_531,,site_6,error,OLT is down
2024-11-19 14:44:04_818,,site_6,error,OLT is up
2024-11-19 14:44:30_629,,site_5,error,OLT is down
2024-11-19 14:44:36_647,,site_5,error,OLT is up
2024-11-19 14:44:50_057,,site_2,error,Boards: board 4 is Standby_active
2024-11-19 14:46:05_074,,site_4,error,Boards: board 4 is Standby_active
2024-11-19 14:46:50_090,,site_1,error,OLT is down
2024-11-19 14:47:05_990,,site_1,error,OLT is up
2024-11-19 14:48:02_474,,site_3,error,Boards: board 4 is Standby_failed
2024-11-19 14:48:04_191,,site_4,error,OLT is down
2024-11-19 14:48:13_254,,site_4,error,OLT is up
2024-11-19 14:48:16_737,,site_4,error,Boards: board 4 is Normal
2024-11-19 14:48:17_419,,site_6,error,ONT Y17KNLHTA4AQ9PF5 has low voltage
2024-11-19 14:48:20_692,,site_6,error,Boards: board 4 is Standby_failed
2024-11-19 14:48:36_393,,site_5,error,Boards: board 4 is Standby_failed
2024-11-19 14:48:50_141,,site_2,error,Boards: board 4 is Standby_failed
2024-11-19 14:49:02_905,,site_5,error,OLT is down
2024-11-19 14:49:07_484,,site_5,error,OLT is up
2024-11-19 14:49:10_915,,site_5,error,Boards: board 4 is Normal
2024-11-19 14:49:15_741,,site_3,error,OLT is down
2024-11-19 14:49:27_872,,site_3,error,OLT is up
2024-11-19 14:49:31_317,,site_3,error,Boards: board 4 is Normal
2024-11-19 14:49:55_663,,site_1,error,OLT is down
2024-11-19 14:50:08_463,,site_1,error,OLT is up
2024-11-19 14:51:11_275,,site_4,error,OLT is down
2024-11-19 14:51:22_092,,site_4,error,OLT is up
2024-11-19 14:52:32_650,,site_6,error,ONT 3GKOAF7ZT1YD9OCF has normal voltage
2024-11-19 14:52:32_650,,site_6,error,ONT CT04UIAMRETQ1465 has normal voltage
2024-11-19 14:52:35_905,,site_6,error,Boards: board 4 is Standby_active
