time,site,event,timestamp
2024-11-20 17:54:46_756,,site_8,error,Boards: board 4 is Standby_active
2024-11-20 17:54:58_381,,site_8,error,OLT is down
2024-11-20 17:55:04_619,,site_7,error,Boards: board 4 is Standby_failed
2024-11-20 17:55:06_245,,site_8,error,OLT is up
2024-11-20 17:55:09_680,,site_8,error,Boards: board 4 is Normal
2024-11-20 17:55:17_417,,site_5,error,OLT is down
2024-11-20 17:55:17_451,,site_9,error,Boards: board 4 is Standby_active
2024-11-20 17:55:27_454,,site_5,error,OLT is up
2024-11-20 17:55:52_820,,site_2,error,Boards: board 4 is Standby_failed
2024-11-20 17:56:23_018,,site_6,error,Boards: board 4 is Standby_active
2024-11-20 17:57:04_815,,site_7,error,Boards: board 4 is Standby_active
2024-11-20 17:57:35_722,,site_4,error,Boards: board 4 is Standby_active
2024-11-20 17:57:44_262,,site_8,error,Boards: board 4 is Standby_active
2024-11-20 17:57:57_224,,site_2,error,OLT is down
2024-11-20 17:58:15_631,,site_2,error,OLT is up
2024-11-20 17:58:19_072,,site_2,error,Boards: board 4 is Normal
2024-11-20 17:59:05_428,,site_7,error,Boards: board 4 is Standby_failed
2024-11-20 17:59:19_190,,site_3,error,OLT is down
2024-11-20 17:59:28_172,,site_9,error,ONT SM4HLJJN19SZE4E1 has high voltage
2024-11-20 17:59:33_662,,site_3,error,OLT is up
2024-11-20 17:59:36_600,,site_1,error,Boards: board 4 is Standby_failed
2024-11-20 17:59:51_752,,site_5,error,Boards: board 4 is Standby_active
2024-11-20 18:00:19_561,,site_8,error,Boards: board 4 is Standby_failed
2024-11-20 18:01:08_335,,site_2,error,OLT is down
2024-11-20 18:01:18_281,,site_2,error,OLT is up
2024-11-20 18:01:41_424,,site_4,error,OLT is down
2024-11-20 18:01:53_490,,site_4,error,OLT is up
2024-11-20 18:01:57_078,,site_4,error,Boards: board 4 is Normal
2024-11-20 18:03:39_183,,site_9,error,ONT 2KS7EZJYSZCOXO1X has normal voltage
